section,container,subtitle,type,title,text
24. Core Abilities,[CLEAVE],24.06,text,,"This ability always takes the form [CLEAVE X]. Each time you gather attack dice for a [CLEAVE] weapon, if you only selected one target for all of that weapon’s attacks, add X additional attack dice for every five models that were in the target unit in the Select Targets step (rounding down). | Example: If a [CLEAVE 1] weapon with an A characteristic of 3 targets one unit containing 16 models, you would gather three additional attack dice for that weapon (for a total of six for that weapon)."
24. Core Abilities,[CLOSE-QUARTERS],24.07,text,,"Units containing one or more models with a [CLOSE‑QUARTERS] weapon can shoot using close‑quarters shooting (10.06). | When using another shooting type, for each model in that unit (excluding MONSTER/VEHICLE models), you can only select one of the following to make attacks with: | - One or more of its [CLOSE‑QUARTERS] weapons. | - One or more of its other ranged weapons."
24. Core Abilities,Deadly Demise,24.08,text,,"This ability always takes the form Deadly Demise X. Each time a model in this unit is destroyed, after the units embarked within it (if any) have made their emergency disembark moves, roll one D6. On a 6, that model suffers a deadly demise; each unit within 6"" of that model suffers a number of mortal wounds denoted by X (if this is a random number, roll separately for each unit within 6""). | Example: An Impulsor with a unit of Intercessors embarked within it is destroyed by ranged attacks. First, any unresolved attacks made by the attacking unit are resolved. Then the Intercessors make an emergency disembark move. Then the roll is made for the Deadly Demise ability, and on a 6, that ability is resolved. Finally, the Impulsor is removed from the battlefield."
24. Core Abilities,Deep Strike,24.09,text,,"Each time this unit makes an ingress move (20.04), if every model in this unit has this ability, it can be set up anywhere on the battlefield that is more than 8"" horizontally from all enemy units, even if that is within your opponent’s deployment zone."
24. Core Abilities,[DEVASTATING WOUNDS],24.10,text,,"Each time an attack made with a [DEVASTATING WOUNDS] weapon results in a critical wound, the attack sequence for that attack ends and the target unit suffers a number of mortal wounds equal to the D characteristic of that weapon. These are inflicted after resolving any normal damage inflicted by those attacks. | Mortal wounds inflicted by [DEVASTATING WOUNDS] weapons can damage a maximum of one model for each critical wound; any remaining mortal wounds inflicted by that attack are lost. | Example: An attack made with a [DEVASTATING WOUNDS] weapon with a D characteristic of 3 results in a critical wound against an Intercessor Squad, so inflicts 3 mortal wounds. The first 2 mortal wounds are sufficient to destroy 1 Intercessor model, so the remaining mortal wound is lost."
24. Core Abilities,[EXTRA ATTACKS],24.11,text,,"Each time a unit containing one or more models with an [EXTRA ATTACKS] weapon fights, those models will make attacks with those weapons in addition to any others. In the Select Weapons step (04.01), for each of those models, you must select: | - All of that model’s [EXTRA ATTACKS] weapons. | - One of that model’s other melee weapons, if possible."
24. Core Abilities,[EXTRA ATTACKS],24.11,accordion,24.11.01 - Only [EXTRA ATTACKS] weapons,"If a unit has [Extra Attacks] weapons, it does not need to select weapons without the [Extra Attacks] ability in order to make attacks with those [Extra Attacks] weapons."
24. Core Abilities,Feel No Pain,24.12,text,,"This ability always takes the form Feel No Pain X+. Each time a model with this ability would lose a wound, roll one D6: on an X+, that wound is not lost."
24. Core Abilities,Fights First,24.13,text,,"While every model in a unit has this ability, that unit is a Fights First unit. | See the Resolve Fights First Combats step in the Fight phase (12.04)."
24. Core Abilities,Firing Deck,24.14,text,,"This ability always takes the form Firing Deck X. In your Shooting phase, each time this TRANSPORT is selected to shoot, if one or more units are embarked within it, resolve the following sequence: | 1. Select up to X models embarked within this TRANSPORT (excluding models whose units have already been selected to shoot this phase). | 2. For each selected model, select one of its ranged weapons (excluding [ONE SHOT] weapons). | 3. Until this TRANSPORT has resolved all of its attacks, it has all of those selected weapons in addition to its other weapons. | 4. Until the end of the turn, units embarked within this TRANSPORT are not eligible to shoot."
24. Core Abilities,[HAZARDOUS],24.15,text,,"Each time a unit is selected to shoot or selected to fight, after that unit has resolved all of its attacks, make a number of hazard rolls (06.03) for that unit equal to the number of [HAZARDOUS] weapons you selected in the Select Weapons step."
24. Core Abilities,[HEAVY],24.16,text,,"In your Shooting phase, each time an attack is made with a [HEAVY] weapon, add 1 to the hit roll if all of the following apply to the attacking unit: | - That unit is unengaged. | - That unit was not set up on the battlefield this turn. | - No model in that unit has moved moret han 3"" this turn."
24. Core Abilities,Hover,24.17,text,,"Each time this unit takes to the skies (21.03), do not subtract 2"" from the maximum distance."
24. Core Abilities,[IGNORES COVER],24.18,text,,"Each time an attack is made with an [IGNORES COVER] weapon, the target cannot have the benefit of cover against that attack (13.08), including from rules that give a model or unit the benefit of cover (e.g. Stealth)."
24. Core Abilities,[INDIRECT FIRE],24.19,text,,Units containing one or more models with an [INDIRECT FIRE] weapon can shoot using indirect shooting (10.07).
